,설치기관명,설치기관주소,구별설치기관주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
667,위례포레샤인17단지아파트 (관리실 복도),"서울특별시 송파구 위례송파로 123(거여동, 위례포레샤인 17단지)",송파구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
668,위례포레샤인18단지 (관리사무소 입구),"서울특별시 송파구 위례북로4길 12(거여동, 위례포레샤인 18단지)",송파구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
669,위례포레샤인아파트 23단지 (관리사무소 출입구),"서울특별시 송파구 위례순환로 477 위례포레샤인아파트 (장지동, 위례포레샤인23단지)",송파구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
670,유한양행 (19층건강관리실),"서울특별시 동작구 노량진로 74, 유한양행 (대방동)",동작구 ,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,,,
671,유한양행 (1층 로비),"서울특별시 동작구 노량진로 74, 유한양행 (대방동)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
672,유한양행 (구사옥 1층 외부),"서울특별시 동작구 노량진로 74, 유한양행 (대방동)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
673,은평구립우리장애인복지관 (2층 복도 소방물품 보관함),"서울특별시 은평구 녹번로1길 13, 우리장애인복지관 (녹번동)",은평구 ,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,,,
674,은평뉴타운폭포동4단지제4관리아파트 (428동 관리사무소),"서울특별시 은평구 연서로44길 55(진관동, 은평뉴타운 폭포동)",은평구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
675,은평늘봄장애인자립생활센터 (사무실 내),"서울특별시 은평구 통일로 671(녹번동, 오피스텔수안)",은평구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
676,은평문화예술회관 (1층 로비),"서울특별시 은평구 녹번로 16, 은평문화예술회관 (녹번동)",은평구 ,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~18:00,,
677,을지병원 (구급차(71우8300)),"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",노원구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
678,이랜드PEER신촌 (101동 B1(로비)),"서울특별시 마포구 서강로 75-4(창전동, 이랜드 PEER 신촌)",마포구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
679,이마트성수점 (1층 계산대 앞),"서울특별시 성동구 뚝섬로 379, 이마트 성수점 1층 (성수동2가)",성동구 ,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,13510:00~23:30,10:00~23:30
680,이마트성수점 (3층 엘레베이터 앞),"서울특별시 성동구 뚝섬로 379, 이마트 성수점 3층 (성수동2가)",성동구 ,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,13510:00~23:30,10:00~23:30
681,이마트천호점 (1층 고객만족센터),서울특별시 강동구 천호대로 1017,강동구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,13500:00~24:00,00:00~24:00
682,이편한세상광진그랜드파크아파트 (정문초소),"서울특별시 광진구 광나루로 458(구의동, e편한세상 광진 그랜드파크)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
683,이편한세상광진그랜드파크아파트 (커뮤니티센타),"서울특별시 광진구 광나루로 458(구의동, e편한세상 광진 그랜드파크)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
684,이편한세상상도노빌리티아파트 (커뮤니티센터),서울특별시 동작구 만양로 6  (상도동),동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
685,이편한세상서울대입구(5단지) (관리사무소),"서울특별시 관악구 참숯1길 19 (봉천동, e편한세상서울대입구 2차)",관악구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
686,이편한세상영등포아델포레아파트 (후문 경비실 내),"서울특별시 영등포구 신길로 29(대림동, e편한세상 영등포 아델포레)",영등포구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
687,이화여자고등학교 (1층보건실앞),"서울특별시 중구 정동길 26, 이화여자고등학교 (정동)",중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,400:00~24:00,00:00~24:00
688,인창고등학교 (5층 서편 엘리베이터 앞),"서울특별시 서대문구 경기대로 65, 인창중·고등학교 (충정로2가)",서대문구,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,08:00~16:00,,,
689,인헌동주민센터 (주민센터 내),"서울특별시 관악구 남부순환로246가길 20, 인헌동 복합청사 (봉천동)",관악구 ,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,,,
690,자양7차우성아파트 (중앙초소),"서울특별시 광진구 아차산로36길 39(자양동, 자양7차우성아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
691,자양7차우성아파트 (4동앞초소),"서울특별시 광진구 아차산로36길 39(자양동, 자양7차우성아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
692,자양7차우성아파트 (후문초소),"서울특별시 광진구 아차산로36길 39(자양동, 자양7차우성아파트)",광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
693,자양우성1차아파트 (101동 경비초소 내),서울특별시 광진구 뚝섬로 569,광진구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
694,잠실종합운동장실내체육관 (실내체육관(농구장 내1문 출입구)),"서울특별시 송파구 올림픽로 25, 서울종합운동장 (잠실동)",송파구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
695,잠실종합운동장주경기장 (주경기장 본부석 하단),"서울특별시 송파구 올림픽로 25, 서울종합운동장 주경기장 (잠실동)",송파구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
696,장위건강누림센터 (3층),"서울특별시 성북구 장위로21나길 18, 장위 건강누림센터 (장위동)",성북구 ,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,06:00~22:00,09:00~18:00,,09:00~18:00
697,장위석관보건지소 (1층 출입구),"서울특별시 성북구 한천로 568, 장위석관보건지소 1층 (석관동)",성북구 ,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,,,
698,절두산순교성지 (한국천주교순교자박물관 안내데스크 옆),서울특별시 마포구 토정로 6 (합정동),마포구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
699,정동병원 (구급차),"서울특별시 동작구 양녕로 283, 상도정동병원 (상도1동)",동작구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
700,정릉꿈에그린아파트 (관리사무소 입구),"서울특별시 성북구 아리랑로19가길 21 (정릉동, 정릉꿈에그린)",성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
701,정릉우성아파트 (4초소),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
702,정릉우성아파트 (5초소),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
703,정릉우성아파트 (104동 통로),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
704,정릉우성아파트 (1초소),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
705,정릉우성아파트 (103동 통로),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
706,정릉우성아파트 (2초소),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
707,정릉우성아파트 (노인정),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
708,정릉우성아파트 (관리사무소),"서울특별시 성북구 북악산로 813(정릉동, 정릉우성아파트)",성북구 ,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
709,제이피모간체이스은행 (3층 엘리베이터 홀),서울특별시 중구 서소문로11길 35(정동),중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
710,제이피모간체이스은행 (5층 엘리베이터 홀),서울특별시 중구 서소문로11길 35(정동),중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
711,제이피모간체이스은행 (1층 로비데스크옆),서울특별시 중구 서소문로11길 35(정동),중구,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
